titulo;empresa;localizacion;jornada;contrato;salario
 Vendedor Tienda a Tienda (T.A.T) con Vehículo propio; ECUAGOLOSINAS; Santo Domingo, Santo Domingo de los Tsáchilas; Tiempo Completo; Contrato por tiempo indefinido; 1.500,00 US$ 
 Ing. de Diseño; Ecuamatriz; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ejecutivo y asesor de Ventas; Ecuaplastic S.C.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 asesor; ECUASUEÑA S.A; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; A convenir
 asesor; ECUASUEÑA S.A; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; A convenir
 Lavaauto; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Asistente mantenimiento; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; 394,00 US$ 
 Lavado de Vehículos; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; 394,00 US$ 
 Asistente/a de mantenimiento; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; 394,00 US$ 
 Ayudante de ruta; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Ayudante; ECUATORIANA DE SERVICIOS LORAVER CIA. LTDA.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Ejecutivo de ventas solo Sur de Quito; ECUDAMANI S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Consultores de Ventas Intangibles con experiencia; ECUDAMANI S.A; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 850,00 US$ 
 Senior Data Viz Analyst; ECURFP; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Team Lead Data Science; ECURFP; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Senior Data Artist; ECURFP; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Research Analyst; ECURFP; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Developer; ECURFP; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Java programador; Ecushop; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 1.200,00 US$ 
 Psicologa; Edificar; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 600,00 US$ 
 Asesor(a); Edificar; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Empleada; Edificar; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Asesor Comercial; Edificar; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Analista de crédito y cobranza; EDIMCA; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Asesor Comercial Externo; EDIMCA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor Comercial Externo; EDIMCA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor Comercial Interno Recaudador; EDIMCA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 404,00 US$ 
 Asesor Comercial Externo; EDIMCA; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor Comercial Interno Recaudador; EDIMCA; Otavalo, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; 4.040,00 US$ 
 Asesor Comercial Externo; EDIMCA; Portoviejo, Manabí; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor Comercial Externo; EDIMCA; Portoviejo, Manabí; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor Comercial Externo Mayoreo; EDIMCA; Portoviejo, Manabí; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Auxiliar de Bodega; EDIMCA; Riobamba, Chimborazo; Tiempo Completo; Contrato por tiempo indefinido; 395,00 US$ 
 Gestor Senior de Cobranza Telefónica; EDINNOVA S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Pasante Polifuncional; EDINNOVA S.A.; Guayaquil, Guayas; Por Horas; Contrato de Aprendizaje; A convenir
 Asesor de Cobranzas; EDINNOVA S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Gestor de Cobranzas; EDINNOVA S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Vendedor/a; EDUCATIVA; Quito, Pichincha; Tiempo Completo; Otro tipo de contrato; 400,00 US$ 
 Docente de inglés; EDUCOLLEGE EXCELENCIA ACADÉMICA S. A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Se requiere contratar docente de INGLÉS; EDUCOLLEGE EXCELENCIA ACADÉMICA S. A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 450,00 US$ 
 Agentes; EDUPROYECT PROYECTO GLOBAL DEL ECUADOR S.A.; Quito, Pichincha; Medio Tiempo; Otro tipo de contrato; 427,00 US$ 
 Asesor comercial; Ejesa S.A.; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 600,00 US$ 
 Vendedor profesional; Ejesa S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Encargad@ de barra; El Esmeraldas Restaurante; Quito, Pichincha; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Panadero Con Experiencia; EL HORNO; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Vendedor/ Distribuidor Comisionista; EL HORNO; Cuenca, Azuay; Tiempo Completo; Otro tipo de contrato; A convenir
 Señorita Cajera; EL HORNO; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Señorita Cajera vendedora; EL HORNO; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Cajera Vendedora; EL HORNO; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Cajera vendedora de Panaderia; EL HORNO; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Cocinero y ayudante de cocina; EL MAPLE Vegetarian Food & BAR; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Chófer profesional; El Rancho S.A.; Guayaquil, Guayas; Por Horas; Contrato por tiempo determinado; 400,00 US$ 
 Asistente Administrativa; EL SOL S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Pasante Manufactura; Elasto S.A.; Quito, Pichincha; Beca/Prácticas; Contrato de Aprendizaje; 394,00 US$ 
 Asistente de Bodega y Limpieza; ELECSUM SA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Administrativo/a de bodega; ELECSUM SA; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asesor comercial freelance; ELITELOGIS S.A.; Guayaquil, Guayas; Por Horas; Otro tipo de contrato; A convenir
 Asesor comercial freelance; ELITELOGIS S.A.; Guayaquil, Guayas; Medio Tiempo; Otro tipo de contrato; A convenir
 Chef en alta cocina; EMPORIO LAS ROSAS; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; 800,00 US$ 
 Salonero/a; Empresa Hotelera Cuenca; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 bartender; Empresa Hotelera Cuenca; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Salonero/a; Empresa Hotelera Cuenca; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Cajero acomodador; Empresa Hotelera Cuenca; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asesor de ventas; EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP – EMAPAG EP; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 17.000,00 US$ 
 Promotor/a asesor de venta; EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP – EMAPAG EP; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 17.000,00 US$ 
 Promotor/a asesor de venta; EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP – EMAPAG EP; Guayaquil, Guayas; Tiempo Completo; Otro tipo de contrato; 17.000,00 US$ 
 Asesor de ventas; EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP – EMAPAG EP; Valencia, Los Ríos; Tiempo Completo; Contrato por tiempo indefinido; 1.700,00 US$ 
 Asesor de ventas; EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE GUAYAQUIL EP – EMAPAG EP; Valencia, Los Ríos; Tiempo Completo; Otro tipo de contrato; 17.000,00 US$ 
 Ingeniero telecomunicaciones; Empresa Software Quito SisConti S.A; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Ejecutivo Comercial; ENCITU S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 English teacher; EnQuality; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 397,00 US$ 
 English teacher; EnQuality; Quito, Pichincha; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Técnico en Telecumunicaciones; ENRED ECUADOR S.A; Guayaquil, Guayas; Tiempo Completo; Contrato de obra o labor; 450,00 US$ 
 Ingeniero; ENRIQUEZ AYABACA GLORIA ESPERANZA; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Profesor docente; Equiasociados; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Profesor Educación Fisica; Equiasociados; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asistente Admisión; Equiasociados; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Asistente; ERIDE S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Soldador; ERIDE S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Asistente; ERIDE S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Ayudante; ERIDE S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Cajera para Restaurante; ESCONSULTORES; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Gerente o Administrador de Restaurante; ESCONSULTORES; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Administración; ESCONSULTORES; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 700,00 US$ 
 Docente; ESCUELA PIONEROS; Quito, Pichincha; Por Horas; Contrato de obra o labor; A convenir
 Técnico /Asesor para Instalación de Software; ESIAPRE; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Asesor comercial pymes; ESMAS VIZION ECUADOR; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 407,00 US$ 
 Asesor ventas; ESMAS VIZION ECUADOR; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Ejecutiva de Ventas; Espale S.A; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Auxiliar contable; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Ejecuriva Comercial; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 399,00 US$ 
 Jefe de Seguridad; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 900,00 US$ 
 Coordinador de seguridad física; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 750,00 US$ 
 Supervisor de seguridad física; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 650,00 US$ 
 Técnico instalador; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Centralista; españa ponce; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Docente de Educación Inicial; Espiritu de Babahoyo Centro de Estudios; Babahoyo, Los Ríos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Vendedor/a; Estacion De servicios reina del Quinche mas gas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Despachador/a; Estacion De servicios reina del Quinche mas gas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Niñera; Estacion De servicios reina del Quinche mas gas; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Almacenista vendedor; Estacion De servicios reina del Quinche mas gas; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Ejecutivo/a comercial; Estay Consulting; Quito, Pichincha; Por Horas; Otro tipo de contrato; A convenir
 Promotor; Estrategias & Mercado S.A.; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Promotor de Tecnología Ambato; Estrategias & Mercado S.A.; Ambato, Tungurahua; Tiempo Completo; Contrato por tiempo determinado; 400,00 US$ 
 Supervisor de Mercaderistas; Estrategias & Mercado S.A.; Ambato, Tungurahua; Medio Tiempo; Contrato por tiempo indefinido; 400,00 US$ 
 Mercaderista para la ciudad de Babahoyo; Estrategias & Mercado S.A.; Babahoyo, Los Ríos; Tiempo Completo; Contrato por tiempo indefinido; 481,00 US$ 
 Percheros; Estrategias & Mercado S.A.; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Promotores Linea Blanca y linea Café; Estrategias & Mercado S.A.; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 500,00 US$ 
 Cosmetologa; Estrategias & Mercado S.A.; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo indefinido; 680,00 US$ 
 Merco impulsadora eventual para la ciudad de Cuenca; Estrategias & Mercado S.A.; Cuenca, Azuay; Tiempo Completo; Contrato por tiempo determinado; 400,00 US$ 
 Mercaderista Canal Mayorista; Estrategias & Mercado S.A.; Francisco de Orellana, Orellana; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsadora; Estrategias & Mercado S.A.; Francisco de Orellana, Orellana; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsadora; Estrategias & Mercado S.A.; Francisco de Orellana, Orellana; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista de ruta; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 460,00 US$ 
 Supervisor de la cadena La Favorita ( Akí, Gran Akí, Mega Maxi, Super Maxi); Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 550,00 US$ 
 merco impulsadora guayaquil; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Mercaderistas; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 480,00 US$ 
 Asistente de selección; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Cosmetólogas eventuales; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo determinado; 400,00 US$ 
 Supervisor de mercaderistas e impulsadoras; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Merco impulsadora para la ciudad de Guayaquil; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 410,00 US$ 
 Promotor de ventas; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Supervisor de Mercaderista; Estrategias & Mercado S.A.; Guayaquil, Guayas; Tiempo Completo; Contrato por tiempo indefinido; 600,00 US$ 
 Promotor; Estrategias & Mercado S.A.; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Promotor de Tecnología Ibarra; Estrategias & Mercado S.A.; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo determinado; 400,00 US$ 
 Consultora de Belleza, Cosmetóloga; Estrategias & Mercado S.A.; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Supervisor de Mercaderistas; Estrategias & Mercado S.A.; Ibarra, Imbabura; Medio Tiempo; Contrato por tiempo indefinido; 400,00 US$ 
 Mercaderista; Estrategias & Mercado S.A.; Ibarra, Imbabura; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista Canal Mayorista; Estrategias & Mercado S.A.; Lago Agrio, Sucumbíos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercoimpulsadora; Estrategias & Mercado S.A.; Lago Agrio, Sucumbíos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercoimpulsdora; Estrategias & Mercado S.A.; Lago Agrio, Sucumbíos; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista; Estrategias & Mercado S.A.; Latacunga, Cotopaxi; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista para la ciudad de Loja; Estrategias & Mercado S.A.; Loja, Loja; Tiempo Completo; Contrato por tiempo indefinido; 481,00 US$ 
 Mercaderista de consumo masivo para la ciudad de Loja; Estrategias & Mercado S.A.; Loja, Loja; Tiempo Completo; Contrato por tiempo indefinido; 411,00 US$ 
 Mercaderista Impulsadora para la ciudad de Machala; Estrategias & Mercado S.A.; Machala, El Oro; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Mercaderista Impulsadora; Estrategias & Mercado S.A.; Manta, Manabí; Tiempo Completo; Contrato por tiempo determinado; 450,00 US$ 
 Merco impulsadoras eventuales para la ciudad de Milagro; Estrategias & Mercado S.A.; Milagro, Guayas; Tiempo Completo; Contrato por tiempo determinado; 400,00 US$ 
 Impulsadora; Estrategias & Mercado S.A.; Pastaza, Pastaza; Tiempo Completo; Contrato por tiempo indefinido; 400,00 US$ 
 Impulsadora; Estrategias & Mercado S.A.; Pastaza, Pastaza; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Impulsadoras; Estrategias & Mercado S.A.; Playas, Guayas; Tiempo Completo; Contrato de obra o labor; A convenir
 Promotor; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Promotor en cadenas mayoristas (Maxis).; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Consultora de Belleza; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; 394,00 US$ 
 Cosmetologa; Estrategias & Mercado S.A.; Quito, Pichincha; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Promotor; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo determinado; A convenir
 Supervisor de Mercaderistas; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista Autoservicio; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Cosmetologa por; Estrategias & Mercado S.A.; Quito, Pichincha; Por Horas; Contrato por tiempo indefinido; A convenir
 Mercaderista; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Cosmetologa; Estrategias & Mercado S.A.; Quito, Pichincha; Medio Tiempo; Contrato por tiempo indefinido; A convenir
 Impulsadora; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Supervisor de Mercaderistas; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
 Mercaderista; Estrategias & Mercado S.A.; Quito, Pichincha; Tiempo Completo; Contrato por tiempo indefinido; A convenir
